Symbol,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,Net Income,Beta,Revenue Growth,Debt to Equity,Profit Margin,Operating Income,Predicted 5 Year Return Rate,Return on Assets,Predicted Stock Insight,Analyst Recommendation,Quick Ratio
FTI,Energy,29.1,18.77,1.7060367,0.0,35.0,24.53,14163064455.0,540167833.42,1.561575,1.06,0.0,1.654,-0.11763157894736842,0.6277935409825612,0.0,529200000.0,-0.0002379594559839591,0.0,Low Growth,buy,0.9164167748288055
FTV,Industrials,69.14,25.05,0.39057052,2.46,76.68,54.8844,24916503061.0,1508300000.0,5.1682673,7.17,886528746.457333,1.175,0.035,0.3692350928878078,0.1461640391171637,1133700000.0,0.0013131648808190725,0.05242072082553797,Low Growth,buy,1.7499581309663372
GD,Industrials,206.05,20.71,1.5631542,9.55,229.54,181.94,64180390701.0,4618000000.0,2.0481362,5.45,2974631066.219607,0.676,0.075,0.5203530682191653,0.07036882726673938,4245000000.0,0.004304189712464443,0.05427168520743673,Stable,buy,0.9151046738072055
GE,Industrials,14.45,13.76,3.147541,-0.72,30.59,14.71,132249296250.0,-206000000.0,1.0887611,1.7,-6589584311.418685,1.235,0.154,0.8377894659945943,-0.09697124983692917,3574000000.0,-0.005655319399839076,-0.04041573989646224,Dividend Paying,buy,0.8504992530859344
GGP,Real Estate,21.62,13.86,4.005462,1.34,25.72,18.83,21018887283.0,1740540000.0,17.003777,2.57,1302743245.1073081,1.1220357142857142,0.08645833333333332,1.321750621139707,0.3492676170831298,1053295689.6551725,-0.0002379594559839591,0.053199238767236715,Dividend Paying,buy,0.7057215135301967
GILD,Health Care,78.22,8.16,2.754954,9.95,89.54,63.759,108106822109.0,17590000000.0,5.2087464,4.12,13751762720.334312,0.203,-0.037,1.0943371436079359,0.507145697017787,8810000000.0,0.003795571014576555,0.22135634157479778,Dividend Paying,buy,1.2675531914893616
GIS,Consumer Staples,53.99,17.53,3.5864594,2.77,63.73,49.65,31098243069.0,3107600000.0,2.0389178,7.26,1595520157.4574919,0.142,-0.016,1.1545705098759762,0.07940202433824148,3045400000.0,0.003763939465899412,0.0507292183715822,Undervalued,hold,0.39868890746712315
GLW,Information Technology,28.45,16.45,2.0791416,-0.78,35.1,26.31,25759280346.0,2970000000.0,2.544682,1.71,-706229830.2242532,1.089,-0.121,0.7344818630421609,-0.05610341835273699,890000000.0,0.0053379003251279615,-0.024779994042956253,Low Growth,buy,1.052558462607085
GM,Consumer Discretionary,40.75,6.58,3.5857513,6.0,46.76,31.92,61536606173.0,23541000000.0,0.5633218,1.33,9060604589.88957,1.511,-0.003,1.9078492984475623,0.052726368349353306,9298000000.0,0.0078079957075913465,0.033181249047437855,Dividend Paying,buy,0.9016570490761819
GOOG,Information Technology,1001.52,40.29,0.0,22.27,1186.89,803.1903,728535558140.0,32714000000.0,6.772653,4.67,16199863087.884216,1.054,0.135,0.10058614082200869,0.05270064831416429,84293000000.0,0.006604307137935625,0.04025890944125186,High Growth,buy,2.0582945732851345
GOOGL,Information Technology,1007.71,31.48,0.0,22.27,1198.0,824.3,733823966137.0,34217000000.0,6.801692,4.7,16217224921.724493,1.054,0.135,0.10058614082200869,0.052757129032201325,84293000000.0,0.006520812584551492,0.04030205600937517,Undervalued,buy,2.0582945732851345
GPC,Consumer Discretionary,96.31,21.17,2.7198548,4.6,107.75,79.86,14554321748.0,1201517000.0,1.212236,4.33,695149829.1018585,0.966,0.011,1.110228088907026,0.030105303805393557,1747053000.0,0.0051685972984098615,0.03868723648132769,Undervalued,buy,0.6297556351904643
GPN,Information Technology,100.59,27.86,0.037622273,1.58,113.26,76.47,16920023264.0,960345000.0,5.775833,4.73,265768334.39825034,0.961,0.08,0.7554964714005394,0.02752815414353265,1853130000.0,0.006284356479723645,0.005255435176731411,Low Growth,buy,0.6080772837427879
GPS,Consumer Discretionary,31.17,15.35,2.8203557,1.69,35.68,21.02,12684517721.0,1959000000.0,1.1289738,3.93,687739331.0391402,2.283,0.05999999999999999,2.0967244701348746,0.04619110289738332,560000000.0,-0.0002379594559839591,0.06227266670039299,Low Growth,hold,0.7751937984496124
GRMN,Consumer Discretionary,61.13,21.23,3.2339885,2.69,64.96,48.5,11840331607.0,736798000.0,5.319881,3.14,521028824.19155896,0.998,0.135,0.016120084540063834,0.09965640986539268,1092160000.0,0.005431481242420407,0.06055961475889354,Undervalued,hold,2.3790462558948096
GS,Financials,246.35,12.44,1.1668612,8.61,273.79,209.62,96978500251.0,0.0,2.309415,1.25,3389425155.920885,1.418,0.116,2.8505880843419873,0.07327853063347786,2389545891.9333334,0.004312058597997928,0.0020647158529580913,High Growth,buy,0.9258407654744877
GT,Consumer Discretionary,30.75,9.92,1.6731402,4.74,37.2,28.81,8244568238.0,2044000000.0,0.72725976,1.65,1270870030.8331707,1.85,0.05999999999999999,1.8528277634961439,0.06333449769925101,695000000.0,-0.0002379594559839591,0.05888564687393062,Low Growth,buy,0.5529592836155031
GWW,Industrials,258.6,22.57,1.9700643,10.02,298.145,155.0,14639308205.0,1279846000.0,1.3995146,8.1,567230735.5533642,1.159,0.051,0.8834670947030497,0.03442351836104892,2565000000.0,0.004859402241975959,0.06962449190540863,Low Growth,hold,1.642818132168214
HAL,Energy,47.41,38.86,1.4489837,-0.53,57.86,38.181,43356557470.0,2910000000.0,2.1424224,4.74,-484686257.310694,2.032,0.028,0.9380257693536365,-0.021056836272078112,4185000000.0,0.0006512256799998691,-0.01963644035614366,High Growth,buy,1.4830599144079886
HAS,Consumer Discretionary,96.48,20.57,2.2304833,4.34,116.2,87.92,12732072001.0,1028425000.0,3.2375681,5.82,572732094.5723466,0.696,-0.232,3.292494585177512,0.11447086814149593,191400000.0,0.0021960811198353954,0.08756166499600156,Low Growth,buy,0.9684886208908773
HBAN,Financials,15.1,15.41,2.8132992,1.0,16.53,12.14,16766497291.0,0.0,3.5112102,1.72,1110364059.0066226,1.115,-0.148,0.6405208494807006,0.15086468193024763,2389545891.9333334,0.004070804163433594,0.005863525299980053,Low Growth,buy,0.9258407654744877
HBI,Consumer Discretionary,19.57,10.04,2.7322404,1.41,25.73,18.9,8006268615.0,926153000.0,1.6339768,6.17,576844085.1890649,1.593,0.05999999999999999,8.978819753286611,0.10234041184415726,288782000.0,-0.0002379594559839591,0.10227162622312602,Low Growth,hold,0.6531122534101172
HCA,Health Care,95.97,14.07,1.4227642,5.94,106.84,71.18,34449052800.0,8202000000.0,0.7251921,3.4,2132201454.9546735,1.672,0.117,-23.595828635851184,0.03281925647941561,9627000000.0,0.00560494747900876,0.03793210323521506,Undervalued,buy,1.0198340576847096
HCN,Real Estate,54.67,12.74,6.1538463,2.81,78.17,55.29,20943679019.0,1908253000.0,6.725218,1.49,1076490544.0532284,1.1220357142857142,0.08645833333333332,1.321750621139707,0.2886088939981592,1053295689.6551725,-0.0002379594559839591,0.043959911286312596,Dividend Paying,hold,0.7057215135301967
HCP,Real Estate,22.64,10.99,6.330197,1.33,33.67,22.8,10967755538.0,1412684000.0,8.127109,1.97,644307193.7075971,1.42,0.08645833333333332,0.011568904354765444,1.1048984950493574,-254278000.0,-0.0002379594559839591,0.38080814216260744,Volatile,hold,2.8197671252767997
HD,Consumer Discretionary,181.22,28.1,1.8610487,6.46,207.605,136.82,223378633329.0,16513000000.0,2.8964398,84.08,7962840587.712945,0.983,-0.029,50.0411877394636,0.05215754729324843,21689000000.0,0.006704196326294598,0.1049482113466134,Low Growth,buy,0.3996820349761526
HES,Energy,43.0,-9.33,2.2670596,-19.94,55.48,37.25,14016129999.0,-819000000.0,3.780475,1.08,-6499572841.396745,1.275,0.025,1.0681059425773425,-0.6183591324704353,2897000000.0,0.007194214851459337,-0.27073657022521536,Volatile,hold,0.9559633027522936
HIG,Financials,53.34,14.34,1.7901897,2.27,59.2,46.35,19926305632.0,0.0,1.3939538,1.15,848007382.5391825,0.883,0.061,0.2845958113133686,0.034854393034902696,2389545891.9333334,0.004512369296238245,0.01104463900155226,Low Growth,buy,0.9258407654744877
HII,Industrials,225.37,18.75,1.2264713,12.15,253.44,183.42,10628247899.0,1107000000.0,1.8924941,6.04,572983147.5921818,0.593,0.13,0.6530662106034694,0.05002472041140054,744000000.0,0.004253616980638604,0.05109078444870101,Stable,hold,0.8885224274406333
HLT,Consumer Discretionary,78.66,36.42,0.7315289,1.05,88.11,55.79,26242415796.0,2815000000.0,3.7628453,17.67,350299219.2448513,1.259,0.071,-4.288135593220339,0.03422561985782621,2263000000.0,0.0062682488336302435,0.0227452255856666,Volatile,buy,-0.5098584052592692
HOG,Consumer Discretionary,47.54,13.7,3.0218647,2.98,63.4,44.52,8158949890.0,1058817000.0,1.66195,4.31,511436067.98906183,1.459,0.05999999999999999,2.212258762275548,0.08762751577048039,779084000.0,-0.0002379594559839591,0.042126254534106254,Low Growth,buy,1.2510188330461216
HOLX,Health Care,38.8,19.21,0.0,2.64,46.8,35.76,11181493750.0,1561000000.0,4.80335,4.0,760802667.5257733,1.016,-0.057,0.5788634415675018,0.18876604493990007,761500000.0,0.005009244553961044,0.08324517933821773,Low Growth,buy,2.9544438002153566
HON,Industrials,146.02,20.68,1.9710299,2.08,165.13,119.31,114422168609.0,8333000000.0,2.8267899,5.71,1629900771.8581016,1.013,0.028,1.3582240161453079,0.044457497459443066,7084000000.0,0.006248459761162929,0.026491682598262522,Dividend Paying,buy,0.9344624844921516
HP,Energy,64.87,-54.51,4.1499925,-1.2,75.02,42.16,7345243806.0,483673000.0,3.7385862,1.62,-135876253.540928,1.509,-0.11763157894736842,0.2164380725000478,-0.04730373909010135,533829000.0,-0.0002379594559839591,-0.031008128228792807,Low Growth,hold,2.1779195141920744
HPE,Information Technology,15.04,11.57,1.9280206,0.21,24.88,12.815,24800859640.0,3683000000.0,1.4609766,1.06,346288598.6968085,1.222,-0.066,0.6380417335473515,0.011885656382248448,2497000000.0,-0.0029935244582784074,0.006058975009130029,Low Growth,hold,0.6553788501965085
HPQ,Information Technology,19.92,12.07,2.6270628,1.49,24.1,15.39,34895294088.0,3700000000.0,0.8954903,0.66,2610139969.4337344,1.063,-0.065,-10.045837231057062,0.048589671421753126,4223000000.0,0.0029148496500227138,0.07053669790924588,Low Growth,buy,0.4538957856909507
HRB,Financials,25.19,12.29,3.7296038,1.92,31.8,19.85,5381433872.0,894754000.0,2.0188456,205.41,410176777.85788006,0.698,0.039403846153846143,60.34518463073852,0.11813217840002191,748698000.0,-0.0002379594559839591,0.13350987379897133,Low Growth,buy,-2.346681973932647
HRL,Consumer Staples,32.21,20.39,2.2907758,1.57,38.0,29.75,17338613096.0,1422305000.0,2.5174792,3.49,845129542.4004967,0.283,-0.026,0.4278341565517781,0.06978768328023649,1057674000.0,0.004963289713170271,0.06284064763686206,Undervalued,hold,0.6993943184806832
HRS,Information Technology,149.84,26.38,1.4922442,4.43,160.67,104.16,18140726600.0,1368000000.0,2.9516637,5.88,536328209.0096102,1.1849285714285713,0.09067924528301889,0.4748850457386026,0.013527096118946423,10675799947.368422,-0.0002379594559839591,0.008396924992996964,Volatile,hold,1.30790078037718
HSIC,Health Care,70.85,19.85,0.0,3.1,93.495,65.28,11452961984.0,1033985000.0,1.262194,3.74,501117602.68736774,0.86,0.031,0.7499316005471957,0.04061249717865044,695000000.0,0.003908747672895467,0.0473959711233678,Low Growth,hold,0.9962728289228475
HST,Real Estate,18.75,11.23,4.1131105,1.02,21.53,17.26,14394715334.0,1547000000.0,3.5549128,2.02,783072514.1696,1.327,0.047,0.719433137343585,0.14744351613059686,758000000.0,0.002275037843180464,0.06396083592008495,Low Growth,buy,0.8639746748802191
HSY,Consumer Staples,97.65,20.51,2.6494346,3.66,116.49,98.851,20867272020.0,1404123000.0,2.8396711,25.64,782122023.483871,0.329,0.002,1.2504280222469106,0.0700512838239267,2533298000.0,0.004954774198082116,0.06570830045144901,Undervalued,hold,0.5222483938049802
HUM,Health Care,262.37,22.39,0.6040015,4.06,293.35,189.01,36973617235.0,0.0,0.9256895,3.33,572141959.7290086,0.463,0.179,0.7167630057803468,0.0053785883743114726,4221927723.4042554,0.0061685404881544415,0.012156421113970223,Undervalued,buy,0.9480929782518385
IBM,Information Technology,147.59,10.67,3.8999026,6.11,182.79,139.13,142433003505.0,16557000000.0,1.817167,7.7,5896508241.856155,0.714,0.041,2.6598766253938666,0.09532021082858318,9374000000.0,0.002589271510840091,0.043600004746017516,Dividend Paying,buy,0.9303968114412988
ICE,Financials,67.0,22.95,5.4298644,2.37,76.1378,56.8,41373051167.0,3103000000.0,9.619987,2.62,1463494496.5043285,1.022,0.245,0.890928179803243,0.1477829442092627,3963000000.0,0.0046852510771181,0.010754346554365895,Overvalued,buy,0.964035771549495
IDXX,Health Care,169.28,53.57,0.0,2.94,198.73,140.63,15422885020.0,478307000.0,7.97525,196.21,267859652.40311912,1.259,0.088,0.7189837861141236,0.07316664606268344,1097128000.0,0.003630921713271883,0.08216742790190545,Volatile,buy,1.171746639945268
IFF,Materials,138.0,24.17,1.9341276,5.05,157.4,116.3,11270040447.0,699963000.0,4.4208813,6.34,412418146.7923913,1.237,-0.05,0.7390322359865854,0.03592805530032157,578000000.0,0.004437436588710112,0.013313259306359071,Low Growth,hold,0.9725918041511442
ILMN,Health Care,209.54,52.25,0.0,4.92,248.97,158.0203,32295200000.0,1192000000.0,11.713953,10.89,758291419.2994177,1.192,0.036,0.393733681462141,0.1683595513542224,-222000000.0,0.00872392739073826,0.07499667879531378,Low Growth,buy,1.2878980891719745
INCY,Health Care,83.92,-119.89,0.0,0.54,153.15,84.21,18220961259.0,-81686000.0,17.02699,10.25,117246414.20233557,0.672,0.093,0.007377302986587055,0.03172552756020271,649710000.0,0.0053019923546260206,0.017287609028040336,Overvalued,buy,3.6943788954827514
INFO,Industrials,43.73,26.19,0.0,1.0,49.19,37.82,17969275816.0,1018900000.0,5.0604,2.24,410914150.8346673,1.171875,0.052288461538461534,1.52137196108356,0.01701781478504818,2770624732.142857,-0.0002379594559839591,0.01210583013338968,Volatile,hold,0.8334267422865484
INTC,Information Technology,42.75,12.32,2.6548672,1.98,50.85,33.23,211536000000.0,26247000000.0,3.348876,3.34,9797456842.105263,1.01,0.097,0.46669192158348327,0.18067155052934394,31000000.0,0.0013376242809166154,0.051142426044021375,Dividend Paying,hold,1.1457598117848358
INTU,Information Technology,152.75,40.52,0.96720195,3.72,170.59,111.9,41233771565.0,1654000000.0,9.633731,33.5,1004187431.8939445,1.223,0.41,0.38734147895072096,0.06989055066077007,3141000000.0,0.005818609748901286,0.036147855719724425,Volatile,buy,0.6396602160290238
IP,Materials,56.05,15.57,3.206751,5.14,66.94,49.6,24465996443.0,3004000000.0,1.0738261,4.99,2243625721.9807315,0.975,-0.104,0.7067624177139438,0.11860994512480078,766000000.0,0.004051166530877384,0.09645439671470407,Low Growth,hold,1.1919676686031826
IPG,Consumer Discretionary,21.34,15.46,3.3802817,1.49,25.71,18.3,8277363031.0,1074900000.0,1.4712903,4.01,577941467.4878163,1.119,0.011,1.1848019073707705,0.0530742533944162,1482700000.0,0.005390424105705937,0.029995975953445286,Low Growth,buy,0.6232474436520535
IQV,Health Care,95.23,21.74,0.0,0.76,110.67,75.94,20426488713.0,1542000000.0,2.8477087,2.77,163017236.39483356,1.521,0.035,2.2735602094240837,0.010879420474828722,2061000000.0,0.006496272798677846,0.006109862313812584,Undervalued,buy,0.3495762174199241
IR,Industrials,87.6,19.38,1.9739007,5.07,97.67,77.26,22785450609.0,1987100000.0,1.6147361,3.34,1318746970.1784248,1.416,0.122,0.28263047077822523,0.1917870551880317,1241500000.0,0.005008069489175846,0.08473331642486746,High Growth,buy,1.668746237618344
IRM,Real Estate,32.07,15.42,7.08258,0.46,41.53,32.05,9410249279.0,1116140000.0,3.2898626,4.97,134977071.04271907,0.977,0.11,69.86770014363472,0.024629553485722936,1110043000.0,0.005292347566189213,0.0077245393442548485,Undervalued,buy,0.642527372474944
ISRG,Health Care,381.87,48.58,0.0,5.67,452.0,233.10643,44866621303.0,1153700000.0,14.655261,9.48,666178916.3537592,1.385,0.165,1.2047102720751048,0.09351060714388613,1766800000.0,0.0037322330318994143,0.04314211160533363,Volatile,buy,4.019653945861217
IT,Information Technology,114.26,36.86,0.0,2.31,142.16,97.96,10828314389.0,234935000.0,4.894499,13.47,218916560.8138456,1.287,0.054,4.510787001530925,0.03706080776864524,1111071000.0,0.006238518116194633,0.027937573220683572,High Growth,buy,0.07814192075959064
ITW,Industrials,156.15,23.62,1.9089574,4.86,179.07,126.52,55994378108.0,3924000000.0,3.9286149,10.99,1742764505.9550433,1.137,0.003,2.7788844621513946,0.10819919947569649,4040000000.0,0.005789734733808886,0.11230599986822035,Dividend Paying,hold,0.9685561497326203
IVZ,Financials,31.92,11.87,3.466826,2.74,38.43,29.36,13620847614.0,1606200000.0,2.6513786,1.62,1169208097.1917293,1.419,-0.021,0.6196224036827972,0.2045357387852021,-393200000.0,0.0031245773436618094,0.040409766335280164,Low Growth,hold,-0.4043589963752897
JBHT,Industrials,114.81,30.62,0.8139042,6.19,126.49,83.35,12945366350.0,1007309000.0,1.7697402,8.55,697951552.1862208,1.128,-0.095,0.38405481024953225,0.0544013855534202,993196000.0,0.0055297062653856255,0.0817440031325142,Low Growth,buy,1.1479722898628262
JCI,Industrials,36.55,14.0,2.7659574,1.71,44.37,34.51,34822224800.0,4295000000.0,1.1415336,1.69,1629165647.2777019,1.259,0.004,0.5507745266781411,0.06747112306358669,2770624732.142857,0.006243828753521873,0.03864428215944072,Low Growth,buy,0.8163537681288371
JEC,Industrials,62.82,19.45,0.9089532,2.43,72.18,49.31,9326484316.0,409832000.0,1.2129636,2.01,360766585.2893983,1.171875,0.052288461538461534,1.52137196108356,0.014940977127749245,2770624732.142857,-0.0002379594559839591,0.01062844633226984,Volatile,buy,0.8334267422865484
JNJ,Health Care,126.36,17.31,2.5566885,0.39,148.32,113.15,353062464971.0,22430000000.0,4.6326222,4.74,1089698965.9598765,0.528,0.073,0.4264983860179719,0.012796051691070546,22009000000.0,0.004777020638002335,0.0065034135401465555,Dividend Paying,buy,0.9142647249470637
JNPR,Information Technology,24.66,14.09,1.5754234,0.78,30.96,23.87,9267350000.0,1115500000.0,1.8543326,1.78,293127858.8807786,0.975,-0.058,0.37832483807064793,0.052678202692205696,568100000.0,0.0017919973152788944,0.03079559372598399,Low Growth,hold,1.3512832699619772
JPM,Financials,107.88,15.43,1.9845841,6.3,117.3529,81.635,386613611000.0,0.0,3.3714993,1.6,22577546804.783092,1.117,0.111,1.3314007039203606,0.1457067143682114,2389545891.9333334,0.006138726998921925,0.005825872835292599,Dividend Paying,buy,0.9258407654744877
JWN,Consumer Discretionary,47.23,15.04,3.0020285,2.02,53.0,37.7924,8212509855.0,1448000000.0,0.74603415,9.1,351244334.2600043,2.623,0.05999999999999999,5.28183962264151,0.02390555599673343,535000000.0,-0.0002379594559839591,0.04159691310516394,Low Growth,hold,0.40625
K,Consumer Staples,65.98,16.5,3.363962,1.95,76.69,58.76,22182794875.0,1827000000.0,2.3173764,11.5,655599424.1626251,0.411,-0.172,2.0554330708661417,0.04996185216907675,1505000000.0,0.002862076084979506,0.041969107237860896,Stable,hold,0.4124505928853755
KEY,Financials,20.08,14.66,1.9876952,1.12,22.22,16.28,22589744920.0,0.0,3.270451,1.55,1259985772.4302793,1.274,-0.121,1.544510487121678,0.2027330285487175,2389545891.9333334,0.0057075992068282505,0.006692049502765968,Low Growth,buy,0.9258407654744877
KHC,Consumer Staples,71.58,20.11,3.3990483,2.81,97.77,72.05,89618309338.0,7832000000.0,4.6780853,1.54,3518125862.52836,0.672,-0.071,0.4044744174776885,0.13206178162643994,5167000000.0,-0.06340478737278672,0.03894359980217137,Dividend Paying,buy,0.5368918750777654
KIM,Real Estate,14.01,9.28,7.7134986,0.8,25.15,14.33,6180487499.0,701190000.0,7.0508943,1.2,352918629.49321914,1.451,0.027,0.8111710032003687,0.19789089912146413,582610000.0,0.003622171334384314,0.019312586440643396,High Growth,buy,5.067584463652983
KLAC,Information Technology,98.54,16.59,2.2988505,5.88,121.65,86.33,16078622033.0,1506642000.0,4.3395863,12.93,959430663.2234625,1.338,-0.167,2.0765907253113536,0.09140868372114845,3994696000.0,0.009871634069518149,0.06817839138272731,High Growth,buy,1.4682019705881253
KMB,Consumer Staples,111.69,17.93,3.5599859,6.41,136.21,109.67,39449596000.0,4033000000.0,2.1947837,151.66,2264051485.003134,0.413,0.001,8.86775956284153,0.11081452131580118,3002000000.0,0.0028691808234791592,0.13053802381245005,Stable,hold,0.5408369408369408
KMI,Energy,16.8,25.07,2.891845,0.01,22.75,16.56,38612712234.0,5981000000.0,2.823936,1.07,22983757.28214286,0.89,-0.118,1.0597241470335907,0.0014988755238126293,4250000000.0,-0.01498142758089096,0.0003236237296837913,Low Growth,hold,0.27932419332502423
KMX,Consumer Discretionary,64.34,19.44,0.0,3.97,77.64,54.29,11827453706.0,1339628000.0,0.6913859,3.55,729794703.338825,1.598,-0.043,3.1793385953300604,0.027502020020275256,-205719000.0,0.006428280326754136,0.026833847505602405,Low Growth,buy,0.6696931049708752
KO,Consumer Staples,43.1,22.8,3.3213644,1.49,48.615,40.22,189855335601.0,8589000000.0,6.822138,8.65,6563444316.600696,0.586,0.072,1.6215257700165762,0.14345072161124045,13016000000.0,0.004766639902086397,0.06717751058412429,Dividend Paying,buy,0.9464172075855924
KORS,Consumer Discretionary,60.03,14.29,0.0,3.31,69.95,32.38,10053919023.0,456600000.0,3.1455927,5.4,554364017.4267867,1.4012222222222221,0.05999999999999999,1.6920756330799667,0.01568100196691615,3458162736.111111,-0.0002379594559839591,0.013442532820015193,Low Growth,buy,0.7674569514781113
KR,Consumer Staples,27.57,13.07,1.7301039,2.05,34.75,19.69,25471355847.0,5342000000.0,0.27961263,4.02,1893952828.6670291,0.48,-0.006,1.6570813603099441,0.012623070192863383,3126000000.0,0.005920684587654078,0.037500303507910684,Undervalued,buy,0.3638684767717026
KSS,Consumer Discretionary,60.34,16.01,3.4965036,3.12,69.14,35.16,10570861198.0,2286000000.0,0.8557757,2.04,546587453.3934371,2.01,0.05999999999999999,1.8946827639352684,0.03127646219921247,717000000.0,-0.0002379594559839591,0.03901687867752424,Low Growth,hold,0.2029096477794793
KSU,Industrials,103.53,19.8,1.3445379,9.16,114.85,81.54,11037040988.0,1295400000.0,4.281897,2.39,976521737.1784023,1.171875,0.052288461538461534,1.52137196108356,0.04044218487759493,2770624732.142857,-0.0002379594559839591,0.028769041532961958,Volatile,hold,0.8334267422865484
L,Financials,46.05,15.99,4.5131636,1.93,53.59,45.01,16111166935.0,0.0,1.5809761,0.85,675234575.1259501,0.822,0.123,0.5732934284258787,0.04306892302117299,2389545891.9333334,0.0034600150083805383,0.008526012034874427,Stable,hold,0.9258407654744877
LB,Consumer Discretionary,47.77,12.77,4.886988,3.98,63.1,35.0,13862042842.0,2329000000.0,1.7060977,1403.38,1154928417.6504083,1.4012222222222221,0.05999999999999999,1.6920756330799667,0.03266884974404964,3458162736.111111,-0.0002379594559839591,0.02800535870112492,Low Growth,hold,0.7674569514781113
LEG,Consumer Discretionary,43.99,17.88,3.1454785,2.76,54.97,42.0,6034600480.0,447000000.0,2.0302901,4.89,378620080.12730163,1.206,0.05999999999999999,1.6465911647791194,0.0801261465149941,319400000.0,-0.0002379594559839591,0.08169599312273204,Low Growth,hold,0.84088389038492
LEN,Consumer Discretionary,59.11,15.35,0.26268265,3.38,72.17,43.647053,14615967194.0,1405319000.0,1.1468264,1.76,835763307.6589409,1.526,0.078,0.1875057748745479,0.024413705262256155,5439646000.0,0.006668431488349105,0.021301851791758374,High Growth,buy,7.631184484991734
LH,Health Care,165.46,17.79,0.0,7.02,181.715,130.292,17271388000.0,1861200000.0,2.2459624,2.71,732776161.9726821,0.995,-0.174,0.7560888888888889,0.06025326946887598,1123700000.0,0.00576683215544637,0.043812961475428076,Low Growth,buy,1.0203398238868908
LKQ,Consumer Discretionary,38.86,21.35,0.0,1.5,43.8599,27.85,12469931896.0,1065614000.0,1.723609,3.02,481340654.76067936,1.282,0.167,0.9142208529268688,0.03471373537867297,1422000000.0,0.0050454167892510894,0.031921258356700004,Volatile,buy,0.5265220012055455
LLL,Industrials,198.79,23.14,1.4444605,8.51,218.705,159.43,16229343134.0,1137000000.0,1.4884604,3.12,694761859.602294,1.171875,0.052288461538461534,1.52137196108356,0.028773233100907836,2770624732.142857,-0.0002379594559839591,0.020468190346862404,Volatile,buy,0.8334267422865484
LLY,Health Care,74.21,17.34,2.9327424,-0.2,89.09,75.71,84475986228.0,3459800000.0,3.754678,5.73,-227667393.14917132,0.367,0.281,2.341768861575024,-0.006671747918602141,10787300000.0,0.011175005232619066,-0.003556952880406637,Dividend Paying,buy,0.7311051837087627
LMT,Industrials,334.3,24.28,2.315954,6.83,361.79,256.4,98102120000.0,7115000000.0,1.8781451,45.55,2004299968.8902183,0.467,-0.006,2.5543525969275787,0.029662132703233906,8507000000.0,0.005408994595095695,0.038209165183967865,Dividend Paying,hold,1.0266871346755624
LNC,Financials,73.86,9.49,1.6813145,9.24,86.68,61.45,17123031000.0,0.0,1.201944,1.04,2142117606.8237205,1.778,0.039403846153846143,0.8630494704772959,0.1830556833723911,2389545891.9333334,0.004239119389936395,0.0057519947123857666,Low Growth,hold,0.9258407654744877
LNT,Utilities,37.14,19.86,3.5733333,1.65,45.55,36.84,8670163500.0,1168400000.0,3.4331481,2.13,385184969.70920837,0.54,-0.092,1.403128227829423,0.09565060087142001,943000000.0,0.004825292529223145,0.018137447365880698,Low Growth,buy,0.4032118055555556
LOW,Consumer Discretionary,95.01,23.87,1.6413131,3.46,108.98,70.76,82909678852.0,7858000000.0,1.5653384,14.1,3019339951.8779073,1.124,-0.128,-2.667441860465116,0.034955369506673155,11557000000.0,0.008557801187688605,0.07224165454905868,Undervalued,buy,0.13983812949640287
LRCX,Information Technology,162.23,16.29,1.1652974,9.22,219.7,113.1982,27967534829.0,2967218000.0,3.0405293,4.52,1589475874.5200026,1.501,-0.288,0.6104063349708142,0.09119972546830737,5217010000.0,0.002801041122959543,0.08462922410568674,High Growth,buy,2.010128274914825
LUK,Financials,23.86,15.39,1.5993602,0.33,28.3,22.23,8910389431.0,2201336000.0,1.0410156,0.84,123236735.63411568,1.097896551724138,0.039403846153846143,1.2440849965312557,0.004922074483687664,2389545891.9333334,-0.0002379594559839591,0.0003026252800989071,Low Growth,hold,0.9258407654744877
LUV,Industrials,55.63,15.89,0.863707,5.82,66.985,49.76,34351211637.0,4533000000.0,1.6294897,3.84,3593817216.02265,1.144,0.105,0.874940561103186,0.13774164332615269,224000000.0,0.005914305413640678,0.0984958263497314,Volatile,hold,1.072780678851175
LYB,Materials,105.79,10.35,3.264714,12.25,121.95,78.01,43556650000.0,6851000000.0,1.3037612,5.86,5043661617.355137,1.197,-0.027,1.005491105955143,0.1226959305557481,3571000000.0,0.0035613028950323014,0.13631517884743613,Dividend Paying,hold,1.173006993006993
M,Consumer Discretionary,24.0,7.67,6.098546,1.98,33.73,17.405,7541063495.0,2446000000.0,0.45503208,1.69,622137738.3375,2.193,0.05999999999999999,1.4464587865603094,0.026067951828437946,1214000000.0,-0.0002379594559839591,0.03829482570094177,Low Growth,hold,0.39006772009029345
MA,Information Technology,160.62,34.99,0.5926628,3.65,177.11,105.8,187102014193.0,7113000000.0,15.020556,26.93,4251789016.3394966,1.068,0.126,2.2630971280127,0.16940748331896952,14630000000.0,0.006621528017084537,0.1001646488960492,Undervalued,buy,0.9732115235335711
